time,lat,lon,elevation,accuracy,bearing,speed,satellites,idx,io,isIndoor
2019-03-05T11:51:41.606Z,32.878357,-117.242306,0,21.421999999999997,0.0,0.0,0,197,building,1
2019-03-05T11:52:52.042Z,32.878351,-117.24230800000001,0,21.461,0.0,0.0,0,198,building,1
2019-03-05T11:54:05.768Z,32.878352,-117.24230800000001,0,21.455,0.0,0.0,0,199,building,1
2019-03-05T11:55:06.850Z,32.878352,-117.24230800000001,0,21.462,0.0,0.0,0,200,building,1
2019-03-05T11:56:07.914Z,32.878353000000004,-117.24230700000001,0,21.393,0.0,0.0,0,201,building,1
2019-03-05T11:57:50.827Z,32.878353000000004,-117.24230700000001,0,21.4,0.0,0.0,0,202,building,1
2019-03-05T11:58:51.927Z,32.878352,-117.24230800000001,0,21.467,0.0,0.0,0,203,building,1
2019-03-05T11:59:57.033Z,32.878352,-117.24230800000001,0,21.465999999999998,0.0,0.0,0,204,building,1
2019-03-05T12:01:31.230Z,32.878351,-117.24230700000001,0,21.269000000000002,0.0,0.0,0,205,building,1
2019-03-05T12:02:49.561Z,32.878351,-117.24230800000001,0,21.272,0.0,0.0,0,206,building,1
2019-03-05T12:03:50.690Z,32.878353000000004,-117.24230700000001,0,21.368000000000002,0.0,0.0,0,207,building,1
2019-03-05T12:04:51.861Z,32.878351,-117.24230800000001,0,21.268,0.0,0.0,0,208,building,1
2019-03-05T12:05:52.970Z,32.878351,-117.24230800000001,0,21.46,0.0,0.0,0,209,building,1
2019-03-05T12:06:54.013Z,32.878351,-117.24230800000001,0,21.272,0.0,0.0,0,210,building,1
2019-03-05T12:07:55.125Z,32.878347999999995,-117.242306,0,21.168000000000003,0.0,0.0,0,211,building,1
2019-03-05T12:08:56.245Z,32.878351,-117.24231,0,21.179000000000002,0.0,0.0,0,212,building,1
2019-03-05T12:09:57.383Z,32.878351,-117.24230800000001,0,21.45,0.0,0.0,0,213,building,1
2019-03-05T12:10:58.423Z,32.878351,-117.24230800000001,0,21.267,0.0,0.0,0,214,building,1
2019-03-05T12:11:59.517Z,32.878351,-117.24230800000001,0,21.263,0.0,0.0,0,215,building,1
2019-03-05T12:13:35.603Z,32.878351,-117.24230800000001,0,21.458000000000002,0.0,0.0,0,216,building,1
2019-03-05T12:14:36.696Z,32.878351,-117.24230800000001,0,21.259,0.0,0.0,0,217,building,1
2019-03-05T12:16:02.481Z,32.878356,-117.242305,0,21.415,0.0,0.0,0,218,building,1
2019-03-05T12:17:03.673Z,32.878351,-117.24231,0,21.179000000000002,0.0,0.0,0,219,building,1
2019-03-05T12:18:34.229Z,32.878356,-117.242305,0,21.4,0.0,0.0,0,220,building,1
2019-03-05T12:19:57.369Z,32.878352,-117.24230700000001,0,21.384,0.0,0.0,0,221,building,1
2019-03-05T12:21:41.704Z,32.878352,-117.24230700000001,0,21.366,0.0,0.0,0,222,building,1
2019-03-05T12:22:42.930Z,32.878351,-117.24230800000001,0,21.45,0.0,0.0,0,223,building,1
2019-03-05T12:23:44.167Z,32.878357,-117.242306,0,21.39,0.0,0.0,0,224,building,1
2019-03-05T12:24:45.353Z,32.878352,-117.24230800000001,0,21.451999999999998,0.0,0.0,0,225,building,1
2019-03-05T12:25:46.436Z,32.878351,-117.24230800000001,0,21.449,0.0,0.0,0,226,building,1
2019-03-05T12:26:47.488Z,32.878347,-117.242309,0,21.006,0.0,0.0,0,227,building,1
2019-03-05T12:27:48.593Z,32.878356,-117.242305,0,21.381,0.0,0.0,0,228,building,1
2019-03-05T12:28:49.726Z,32.878355,-117.242305,0,21.38,0.0,0.0,0,229,building,1
2019-03-05T12:29:57.539Z,32.878351,-117.24231,0,21.182,0.0,0.0,0,230,building,1
2019-03-05T12:31:13.083Z,32.878356,-117.242305,0,21.398000000000003,0.0,0.0,0,231,building,1
